,approved,date,duration,module,Year,progress,type,Marks,Student,Supervisor
341,0.0,2017-12-07,,mcm,2018,satisfactory,approval,31.0,946.0,27.0
342,1.0,2017-12-04,,mcm,2018,satisfactory,approval,67.0,947.0,62.0
343,1.0,2017-12-04,,mcm,2018,satisfactory,approval,67.0,947.0,62.0
344,,2017-11-02,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
345,,2018-02-12,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
346,,2018-04-09,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
347,,2018-06-19,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
348,,2018-07-16,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
349,,2018-07-24,,mcm,2018,satisfactory,meeting,67.0,947.0,62.0
350,1.0,2017-12-04,,mcm,2018,satisfactory,approval,59.0,959.0,62.0
351,,2018-07-23,,mcm,2018,satisfactory,meeting,59.0,959.0,62.0
352,,2018-02-08,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
353,1.0,2017-12-04,,mcm,2018,satisfactory,approval,75.0,960.0,45.0
354,,2018-04-02,30.0,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
355,,2018-04-06,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
356,,2018-04-26,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
357,,2018-06-14,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
358,,2018-06-27,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
359,,2018-07-11,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
360,,2018-07-19,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
361,,2018-07-25,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
362,,2018-08-09,,mcm,2018,satisfactory,meeting,75.0,960.0,45.0
363,1.0,2017-12-04,,mcm,2018,satisfactory,approval,40.0,967.0,45.0
364,,2018-02-08,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
365,,2018-04-02,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
366,,2018-04-26,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
367,,2018-06-14,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
368,,2018-07-11,30.0,mcm,2018,moderate,meeting,40.0,967.0,45.0
369,,2018-07-19,30.0,mcm,2018,moderate,meeting,40.0,967.0,45.0
370,,2018-07-25,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
371,,2018-07-25,,mcm,2018,satisfactory,meeting,40.0,967.0,45.0
372,,2017-11-21,30.0,mcm,2018,satisfactory,meeting,54.0,975.0,56.0
373,1.0,2017-12-07,,mcm,2018,satisfactory,approval,54.0,975.0,56.0
374,,2018-02-05,20.0,mcm,2018,moderate,meeting,54.0,975.0,56.0
375,,2018-02-14,,mcm,2018,unsatisfactory,meeting,54.0,975.0,56.0
376,,2018-02-27,45.0,mcm,2018,moderate,meeting,54.0,975.0,56.0
377,,2018-03-14,70.0,mcm,2018,moderate,meeting,54.0,975.0,56.0
378,,2018-08-03,70.0,mcm,2018,moderate,meeting,54.0,975.0,56.0
379,,2018-08-21,60.0,mcm,2018,moderate,meeting,54.0,975.0,56.0
380,,2018-08-03,140.0,mcm,2018,unsatisfactory,meeting,54.0,975.0,56.0
381,,2017-12-06,,mcm,2018,satisfactory,meeting,74.0,976.0,14.0
382,,2018-03-08,45.0,mcm,2018,satisfactory,meeting,74.0,976.0,14.0
383,,2018-03-27,,mcm,2018,satisfactory,meeting,74.0,976.0,14.0
384,,2018-06-26,30.0,mcm,2018,satisfactory,meeting,74.0,976.0,14.0
385,,2018-07-13,45.0,mcm,2018,satisfactory,meeting,74.0,976.0,14.0
386,1.0,2017-12-07,,mcm,2018,satisfactory,approval,74.0,976.0,14.0
387,1.0,2018-03-27,,mcm,2018,satisfactory,approval,54.0,980.0,5.0
388,,2017-11-15,20.0,mcm,2018,moderate,meeting,54.0,980.0,5.0
389,,2017-11-22,30.0,mcm,2018,moderate,meeting,54.0,980.0,5.0
390,,2017-11-28,45.0,mcm,2018,moderate,meeting,54.0,980.0,5.0
391,,2018-02-05,60.0,mcm,2018,unsatisfactory,meeting,54.0,980.0,5.0
392,,2018-04-19,30.0,mcm,2018,moderate,meeting,54.0,980.0,5.0
393,,2018-06-07,20.0,mcm,2018,satisfactory,meeting,54.0,980.0,5.0
394,,2018-05-30,45.0,mcm,2018,satisfactory,meeting,54.0,980.0,5.0
395,,2018-02-15,,mcm,2018,moderate,meeting,54.0,980.0,5.0
396,,2018-07-11,30.0,mcm,2018,satisfactory,meeting,54.0,980.0,5.0
397,,2018-07-24,20.0,mcm,2018,satisfactory,meeting,54.0,980.0,5.0
398,,2018-08-08,30.0,mcm,2018,satisfactory,meeting,54.0,980.0,5.0
399,1.0,2017-12-04,,mcm,2018,satisfactory,approval,44.0,981.0,45.0
400,0.0,2017-12-07,,mcm,2018,satisfactory,approval,54.0,980.0,5.0
401,,2018-02-08,,mcm,2018,moderate,meeting,44.0,981.0,45.0
402,,2018-04-02,,mcm,2018,moderate,meeting,44.0,981.0,45.0
403,,2018-04-26,,mcm,2018,moderate,meeting,44.0,981.0,45.0
404,,2018-06-27,,mcm,2018,moderate,meeting,44.0,981.0,45.0
405,,2018-07-11,,mcm,2018,moderate,meeting,44.0,981.0,45.0
406,,2018-07-19,,mcm,2018,moderate,meeting,44.0,981.0,45.0
407,1.0,2018-02-02,,mcm,2018,satisfactory,approval,55.0,994.0,5.0
408,,2018-07-25,,mcm,2018,satisfactory,meeting,44.0,981.0,45.0
409,,2017-11-15,30.0,mcm,2018,satisfactory,meeting,55.0,994.0,5.0
410,,2018-01-18,30.0,mcm,2018,satisfactory,meeting,55.0,994.0,5.0
411,,2017-12-13,60.0,mcm,2018,moderate,meeting,55.0,994.0,5.0
412,,2018-02-08,45.0,mcm,2018,moderate,meeting,55.0,994.0,5.0
413,,2018-04-18,30.0,mcm,2018,moderate,meeting,55.0,994.0,5.0
414,,2018-05-31,30.0,mcm,2018,moderate,meeting,55.0,994.0,5.0
415,,2018-07-03,20.0,mcm,2018,moderate,meeting,55.0,994.0,5.0
416,,2018-07-24,30.0,mcm,2018,satisfactory,meeting,55.0,994.0,5.0
417,,2018-08-08,40.0,mcm,2018,satisfactory,meeting,55.0,994.0,5.0
418,0.0,2017-12-07,,mcm,2018,satisfactory,approval,55.0,994.0,5.0
419,1.0,2017-12-07,,mcm,2018,satisfactory,approval,54.0,995.0,25.0
420,,2017-12-11,60.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
421,,2018-02-13,30.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
422,,2018-03-06,30.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
423,,2018-05-14,30.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
424,,2018-05-14,,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
425,,2018-06-20,30.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
426,,2018-07-08,20.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
427,,2018-07-23,30.0,mcm,2018,satisfactory,meeting,54.0,995.0,25.0
428,,2017-11-02,,mcm,2018,moderate,meeting,77.0,1002.0,4.0
429,,2017-11-30,,mcm,2018,unsatisfactory,meeting,77.0,1002.0,4.0
430,,2017-11-30,,mcm,2018,satisfactory,meeting,77.0,1002.0,4.0
431,,2018-02-05,20.0,mcm,2018,satisfactory,meeting,77.0,1002.0,4.0
432,,2018-02-15,30.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
433,,2018-04-05,25.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
434,,2018-06-07,30.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
435,,2018-07-05,30.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
436,,2018-08-02,30.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
437,,2018-08-08,30.0,mcm,2018,moderate,meeting,77.0,1002.0,4.0
438,1.0,2017-12-04,,mcm,2018,satisfactory,approval,77.0,1002.0,4.0
439,,2017-11-02,,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
440,,2017-11-20,,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
441,,2017-11-27,50.0,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
442,1.0,2017-11-28,,mcm,2018,satisfactory,approval,72.0,1006.0,4.0
443,0.0,2017-11-28,,mcm,2018,satisfactory,approval,72.0,1006.0,4.0
444,,2017-12-06,15.0,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
445,,2018-02-05,20.0,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
446,,2018-02-19,20.0,mcm,2018,unsatisfactory,meeting,72.0,1006.0,4.0
447,,2018-03-12,25.0,mcm,2018,moderate,meeting,72.0,1006.0,4.0
448,,2018-04-09,,mcm,2018,satisfactory,meeting,72.0,1006.0,4.0
449,,2018-06-14,45.0,mcm,2018,moderate,meeting,72.0,1006.0,4.0
450,1.0,2017-12-07,,mcm,2018,satisfactory,approval,72.0,1006.0,4.0
451,,2017-12-06,30.0,mcm,2018,moderate,meeting,40.0,1014.0,14.0
452,,2018-02-16,30.0,mcm,2018,satisfactory,meeting,40.0,1014.0,14.0
453,,2018-07-09,30.0,mcm,2018,satisfactory,meeting,40.0,1014.0,14.0
454,1.0,2017-12-04,,mcm,2018,satisfactory,approval,40.0,1014.0,14.0
455,,2017-10-27,45.0,mcm,2018,satisfactory,meeting,42.0,1015.0,25.0
456,,2017-11-17,45.0,mcm,2018,satisfactory,meeting,42.0,1015.0,25.0
457,,2018-02-15,30.0,mcm,2018,satisfactory,meeting,42.0,1015.0,25.0
458,,2018-02-15,,mcm,2018,moderate,meeting,42.0,1015.0,25.0
459,,2018-06-21,,mcm,2018,moderate,meeting,42.0,1015.0,25.0
460,,2018-06-21,,mcm,2018,satisfactory,meeting,42.0,1015.0,25.0
461,1.0,2017-12-04,,mcm,2018,satisfactory,approval,42.0,1015.0,25.0
462,,2018-05-16,30.0,mcm,2018,satisfactory,meeting,66.0,1017.0,46.0
463,1.0,2017-12-07,,mcm,2018,satisfactory,approval,66.0,1017.0,46.0
464,,2017-11-27,,mcm,2018,satisfactory,meeting,66.0,1017.0,46.0
465,,2017-11-27,30.0,mcm,2018,satisfactory,meeting,66.0,1017.0,46.0
466,,2018-02-13,40.0,mcm,2018,satisfactory,meeting,66.0,1017.0,46.0
467,1.0,2017-12-07,,mcm,2018,satisfactory,approval,86.0,1019.0,44.0
468,,2017-12-15,21.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
469,,2017-12-01,25.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
470,,2018-02-09,35.0,mcm,2018,moderate,meeting,86.0,1019.0,44.0
471,,2018-02-23,15.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
472,,2018-03-23,20.0,mcm,2018,moderate,meeting,86.0,1019.0,44.0
473,,2018-04-06,10.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
474,,2018-06-22,20.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
475,,2017-11-09,,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
476,,2018-07-13,16.0,mcm,2018,satisfactory,meeting,86.0,1019.0,44.0
477,,2017-11-30,60.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
478,,2018-02-05,20.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
479,,2018-02-09,30.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
480,,2018-02-20,20.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
481,,2018-04-05,25.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
482,,2018-05-31,,mcm,2018,moderate,meeting,76.0,1033.0,4.0
483,,2018-06-14,30.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
484,,2018-08-02,30.0,mcm,2018,satisfactory,meeting,76.0,1033.0,4.0
485,,2018-08-09,,mcm,2018,moderate,meeting,76.0,1033.0,4.0
486,1.0,2017-12-04,,mcm,2018,satisfactory,approval,76.0,1033.0,4.0
487,,2017-11-14,,mcm,2018,satisfactory,meeting,43.0,1036.0,17.0
488,,2018-02-21,,mcm,2018,moderate,meeting,43.0,1036.0,17.0
489,,2018-04-10,,mcm,2018,moderate,meeting,43.0,1036.0,17.0
490,,2018-06-25,,mcm,2018,unsatisfactory,meeting,43.0,1036.0,17.0
491,,2018-08-03,,mcm,2018,moderate,meeting,43.0,1036.0,17.0
492,,2018-08-03,,mcm,2018,satisfactory,meeting,43.0,1036.0,17.0
493,,2018-07-12,,mcm,2018,moderate,meeting,43.0,1036.0,17.0
494,1.0,2017-12-04,,mcm,2018,satisfactory,approval,43.0,1036.0,17.0
495,,2018-02-23,16.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
496,1.0,2017-12-04,,mcm,2018,satisfactory,approval,0.0,1054.0,41.0
497,,2017-10-26,,mcm,2018,satisfactory,meeting,0.0,1054.0,41.0
498,,2017-11-07,,mcm,2018,satisfactory,meeting,0.0,1054.0,41.0
499,,2017-12-04,10.0,mcm,2018,satisfactory,meeting,0.0,1054.0,41.0
500,1.0,2017-12-04,,mcm,2018,satisfactory,approval,41.0,1056.0,45.0
501,,2018-04-26,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
502,,2018-04-02,30.0,mcm,2018,satisfactory,meeting,41.0,1056.0,45.0
503,,2018-02-08,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
504,,2018-06-14,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
505,,2018-07-11,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
506,,2018-07-25,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
507,,2018-08-09,,mcm,2018,moderate,meeting,41.0,1056.0,45.0
508,,2018-02-08,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
509,,2018-02-22,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
510,,2018-03-15,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
511,,2018-04-19,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
512,,2018-06-05,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
513,,2018-07-23,,mcm,2018,satisfactory,meeting,80.0,1059.0,27.0
514,1.0,2017-12-07,,mcm,2018,satisfactory,approval,80.0,1059.0,27.0
515,0.0,2017-12-04,,mcm,2018,satisfactory,approval,62.0,1062.0,33.0
516,1.0,2017-12-06,,mcm,2018,satisfactory,approval,62.0,1062.0,33.0
517,,2017-12-05,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
518,,2018-02-01,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
519,,2018-02-12,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
520,,2018-04-05,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
521,,2018-06-26,,mcm,2018,moderate,meeting,62.0,1062.0,33.0
522,,2018-07-12,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
523,,2018-08-08,,mcm,2018,satisfactory,meeting,62.0,1062.0,33.0
524,1.0,2017-12-04,,mcm,2018,satisfactory,approval,42.0,1076.0,11.0
525,,2017-12-19,30.0,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
526,,2018-02-06,30.0,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
527,,2018-02-26,20.0,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
528,,2018-04-03,15.0,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
529,,2018-04-24,,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
530,,2018-05-29,,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
531,,2018-07-11,30.0,mcm,2018,satisfactory,meeting,42.0,1076.0,11.0
532,,2018-02-21,,mcm,2018,moderate,meeting,43.0,1036.0,17.0
533,,2018-02-05,40.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
534,1.0,2018-11-12,,ca326,2019,,approval,66.0,11.0,41.0
535,1.0,2019-02-22,,ca326,2019,,ethics,66.0,11.0,41.0
536,,2019-02-22,15.0,ca326,2019,satisfactory,meeting,66.0,11.0,41.0
537,1.0,2018-11-12,,ca326,2019,,approval,67.0,15.0,3.0
538,,2019-02-06,15.0,ca326,2019,satisfactory,meeting,67.0,15.0,3.0
539,,2019-02-21,10.0,ca326,2019,satisfactory,meeting,67.0,15.0,3.0
540,1.0,2019-02-21,,ca326,2019,,ethics,67.0,15.0,3.0
541,,2019-03-05,10.0,ca326,2019,satisfactory,meeting,67.0,15.0,3.0
542,,2019-03-05,15.0,ca326,2019,satisfactory,meeting,67.0,15.0,3.0
543,1.0,2018-11-12,,ca326,2019,,approval,68.0,62.0,52.0
544,,2019-02-06,,ca326,2019,satisfactory,meeting,68.0,62.0,52.0
545,,2019-02-06,,ca326,2019,satisfactory,meeting,68.0,62.0,52.0
546,,2019-02-21,,ca326,2019,satisfactory,meeting,68.0,62.0,52.0
547,,2019-02-21,,ca326,2019,satisfactory,meeting,68.0,62.0,52.0
548,,2019-02-27,,ca326,2019,satisfactory,meeting,68.0,62.0,52.0
549,0.0,2019-03-06,,ca326,2019,,ethics,68.0,62.0,52.0
550,1.0,2019-03-07,,ca326,2019,,ethics,68.0,62.0,52.0
551,1.0,2019-03-08,,ca326,2019,,ethics,68.0,62.0,52.0
552,,2018-10-30,20.0,ca326,2019,moderate,meeting,71.0,91.0,56.0
553,1.0,2018-11-12,,ca326,2019,,approval,71.0,91.0,56.0
554,,2018-11-14,5.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
555,,2018-12-13,5.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
556,,2019-02-06,10.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
557,1.0,2019-02-08,,ca326,2019,,ethics,71.0,91.0,3.0
558,,2019-02-11,10.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
559,,2019-02-22,10.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
560,,2019-03-04,10.0,ca326,2019,satisfactory,meeting,71.0,91.0,3.0
561,1.0,2018-11-12,,ca326,2019,,approval,71.0,143.0,15.0
562,,2018-12-18,40.0,ca326,2019,satisfactory,meeting,71.0,143.0,15.0
563,,2018-12-18,15.0,ca326,2019,satisfactory,meeting,71.0,143.0,15.0
564,,2018-12-18,30.0,ca326,2019,satisfactory,meeting,71.0,143.0,15.0
565,1.0,2019-02-26,,ca326,2019,,ethics,71.0,143.0,15.0
566,,2019-03-03,25.0,ca326,2019,satisfactory,meeting,71.0,143.0,15.0
567,,2019-03-03,20.0,ca326,2019,satisfactory,meeting,71.0,143.0,15.0
568,,2018-11-01,20.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
569,1.0,2018-11-12,,ca326,2019,,approval,80.0,198.0,5.0
570,,2018-12-03,30.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
571,1.0,2019-02-05,,ca326,2019,,ethics,80.0,198.0,5.0
572,,2019-02-08,20.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
573,,2019-02-14,10.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
574,,2019-02-21,15.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
575,,2019-02-28,20.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
576,,2019-03-07,40.0,ca326,2019,satisfactory,meeting,80.0,198.0,5.0
577,1.0,2018-11-12,,ca326,2019,,approval,58.0,211.0,41.0
578,,2019-01-31,30.0,ca326,2019,satisfactory,meeting,58.0,211.0,41.0
579,,2019-02-12,30.0,ca326,2019,satisfactory,meeting,58.0,211.0,41.0
580,,2019-02-22,15.0,ca326,2019,satisfactory,meeting,58.0,211.0,41.0
581,1.0,2019-02-22,,ca326,2019,,ethics,58.0,211.0,41.0
582,0.0,2018-11-12,,ca326,2019,,approval,44.0,232.0,19.0
583,1.0,2018-11-27,,ca326,2019,,approval,44.0,232.0,19.0
584,,2018-11-27,,ca326,2019,satisfactory,meeting,44.0,232.0,19.0
585,1.0,2019-01-29,,ca326,2019,,ethics,44.0,232.0,19.0
586,,2019-02-15,,ca326,2019,unsatisfactory,meeting,44.0,232.0,19.0
587,,2019-02-22,,ca326,2019,moderate,meeting,44.0,232.0,19.0
588,,2019-03-01,,ca326,2019,moderate,meeting,44.0,232.0,19.0
589,1.0,2018-11-12,,ca326,2019,,approval,55.0,233.0,17.0
590,,2019-02-25,,ca326,2019,satisfactory,meeting,55.0,233.0,17.0
591,0.0,2019-03-06,,ca326,2019,,ethics,55.0,233.0,17.0
592,,2019-03-06,,ca326,2019,satisfactory,meeting,55.0,233.0,17.0
593,1.0,2019-03-07,,ca326,2019,,ethics,55.0,233.0,17.0
594,1.0,2019-03-20,,ca326,2019,,ethics,55.0,233.0,17.0
595,1.0,2018-11-12,,ca326,2019,,approval,86.0,239.0,65.0
596,,2019-01-30,,ca326,2019,satisfactory,meeting,86.0,239.0,65.0
597,,2019-01-30,,ca326,2019,satisfactory,meeting,86.0,239.0,65.0
598,,2019-02-18,,ca326,2019,satisfactory,meeting,86.0,239.0,65.0
599,1.0,2019-02-21,,ca326,2019,,ethics,86.0,239.0,65.0
600,,2019-02-22,,ca326,2019,satisfactory,meeting,86.0,239.0,65.0
601,,2019-03-06,,ca326,2019,satisfactory,meeting,86.0,239.0,65.0
602,1.0,2018-11-13,,ca326,2019,,approval,76.0,241.0,15.0
603,,2018-12-18,20.0,ca326,2019,satisfactory,meeting,76.0,241.0,15.0
604,,2019-02-19,,ca326,2019,satisfactory,meeting,76.0,241.0,15.0
605,,2019-02-19,20.0,ca326,2019,satisfactory,meeting,76.0,241.0,15.0
606,0.0,2019-03-03,,ca326,2019,,ethics,76.0,241.0,15.0
607,,2019-03-03,20.0,ca326,2019,satisfactory,meeting,76.0,241.0,15.0
608,1.0,2019-03-03,,ca326,2019,,ethics,76.0,241.0,15.0
609,1.0,2019-03-04,,ca326,2019,,ethics,76.0,241.0,15.0
610,,2018-11-08,,ca326,2019,satisfactory,meeting,51.0,246.0,62.0
611,1.0,2018-11-13,,ca326,2019,,approval,51.0,246.0,62.0
612,,2018-11-15,,ca326,2019,satisfactory,meeting,51.0,246.0,62.0
613,,2018-11-29,,ca326,2019,satisfactory,meeting,51.0,246.0,62.0
614,,2018-12-13,,ca326,2019,moderate,meeting,51.0,246.0,62.0
615,0.0,2019-01-31,,ca326,2019,,ethics,51.0,246.0,62.0
616,,2019-02-22,,ca326,2019,unsatisfactory,meeting,51.0,246.0,62.0
617,1.0,2018-11-13,,ca326,2019,,approval,70.0,248.0,10.0
618,1.0,2018-11-13,,ca326,2019,,approval,59.0,262.0,10.0
619,,2018-11-28,20.0,ca326,2019,satisfactory,meeting,54.0,266.0,10.0
620,1.0,2018-11-28,,ca326,2019,,approval,54.0,266.0,10.0
621,,2018-12-12,20.0,ca326,2019,satisfactory,meeting,54.0,266.0,10.0
622,,2019-02-05,20.0,ca326,2019,satisfactory,meeting,54.0,266.0,10.0
623,,2019-02-12,20.0,ca326,2019,satisfactory,meeting,54.0,266.0,10.0
624,,2018-11-12,,ca326,2019,satisfactory,meeting,45.0,279.0,17.0
625,1.0,2018-11-13,,ca326,2019,,approval,45.0,279.0,17.0
626,,2018-12-13,,ca326,2019,satisfactory,meeting,45.0,279.0,17.0
627,,2019-02-04,,ca326,2019,moderate,meeting,45.0,279.0,17.0
628,,2019-02-27,,ca326,2019,satisfactory,meeting,45.0,279.0,17.0
629,0.0,2019-03-06,,ca326,2019,,ethics,45.0,279.0,17.0
630,1.0,2019-03-07,,ca326,2019,,ethics,45.0,279.0,17.0
631,0.0,2019-03-20,,ca326,2019,,ethics,45.0,279.0,17.0
632,1.0,2018-11-13,,ca326,2019,,approval,71.0,306.0,17.0
633,,2018-12-11,,ca326,2019,satisfactory,meeting,71.0,306.0,17.0
634,,2019-02-14,,ca326,2019,satisfactory,meeting,71.0,306.0,17.0
635,,2019-02-25,,ca326,2019,satisfactory,meeting,71.0,306.0,17.0
636,0.0,2019-03-06,,ca326,2019,,ethics,71.0,306.0,17.0
637,,2019-03-06,,ca326,2019,satisfactory,meeting,71.0,306.0,17.0
638,1.0,2019-03-07,,ca326,2019,,ethics,71.0,306.0,17.0
639,1.0,2019-03-20,,ca326,2019,,ethics,71.0,306.0,17.0
640,1.0,2018-11-13,,ca326,2019,,approval,76.0,309.0,10.0
641,,2019-01-30,20.0,ca326,2019,satisfactory,meeting,76.0,309.0,10.0
642,,2019-02-12,20.0,ca326,2019,satisfactory,meeting,76.0,309.0,10.0
643,1.0,2018-11-13,,ca326,2019,,approval,58.0,313.0,9.0
644,,2018-11-21,,ca326,2019,satisfactory,meeting,58.0,313.0,9.0
645,,2018-11-28,,ca326,2019,satisfactory,meeting,58.0,313.0,9.0
646,,2018-12-05,,ca326,2019,satisfactory,meeting,58.0,313.0,9.0
647,,2019-02-21,,ca326,2019,satisfactory,meeting,58.0,313.0,9.0
648,1.0,2019-02-21,,ca326,2019,,ethics,58.0,313.0,9.0
649,,2018-10-31,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
650,1.0,2018-11-13,,ca326,2019,,approval,39.0,320.0,9.0
651,,2018-11-21,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
652,,2018-11-28,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
653,,2018-12-05,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
654,,2018-12-05,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
655,,2019-02-21,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
656,,2019-02-26,,ca326,2019,satisfactory,meeting,39.0,320.0,9.0
657,0.0,2019-02-26,,ca326,2019,,ethics,39.0,320.0,9.0
658,0.0,2019-03-03,,ca326,2019,,ethics,39.0,320.0,9.0
659,0.0,2019-03-04,,ca326,2019,,ethics,39.0,320.0,9.0
660,1.0,2019-03-07,,ca326,2019,,ethics,39.0,320.0,9.0
661,1.0,2019-03-07,,ca326,2019,,ethics,39.0,320.0,9.0
662,1.0,2018-11-15,,ca326,2019,,approval,66.0,336.0,15.0
663,,2018-12-18,25.0,ca326,2019,satisfactory,meeting,66.0,336.0,15.0
664,,2019-01-31,20.0,ca326,2019,satisfactory,meeting,66.0,336.0,15.0
665,,2019-02-19,20.0,ca326,2019,satisfactory,meeting,66.0,336.0,15.0
666,0.0,2019-02-26,,ca326,2019,,ethics,66.0,336.0,15.0
667,1.0,2019-02-26,,ca326,2019,,ethics,66.0,336.0,15.0
668,1.0,2019-02-26,,ca326,2019,,ethics,66.0,336.0,15.0
669,,2019-03-03,15.0,ca326,2019,satisfactory,meeting,66.0,336.0,15.0
670,,2019-03-03,,ca326,2019,satisfactory,meeting,66.0,336.0,15.0
671,1.0,2018-11-16,,ca326,2019,,approval,,,61.0
672,,2019-02-26,,ca326,2019,satisfactory,meeting,,,61.0
673,1.0,2019-03-01,,ca326,2019,,ethics,,,61.0
674,,2018-11-07,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
675,,2018-11-14,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
676,1.0,2018-11-15,,ca326,2019,,approval,75.0,386.0,9.0
677,,2018-11-21,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
678,,2018-11-28,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
679,,2018-12-05,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
680,,2019-02-21,,ca326,2019,satisfactory,meeting,75.0,386.0,9.0
681,0.0,2019-02-26,,ca326,2019,,ethics,75.0,386.0,9.0
682,0.0,2019-02-28,,ca326,2019,,ethics,75.0,386.0,9.0
