,approved,date,duration,module,Year,progress,type,Marks,Student,Supervisor
5677,,2021-06-10,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5678,,2021-07-08,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5679,,2021-07-15,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5680,,2021-07-01,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5681,,2021-07-22,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5682,,2021-07-29,20.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5683,,2021-08-19,15.0,mcm,2021,satisfactory,meeting,77.0,752.0,44.0
5684,1.0,2020-12-02,,mcm,2021,,ethics,0.0,762.0,7.0
5685,1.0,2020-12-07,,mcm,2021,,approval,0.0,762.0,7.0
5686,,2021-02-10,60.0,mcm,2021,satisfactory,meeting,0.0,762.0,7.0
5687,,2021-02-10,30.0,mcm,2021,satisfactory,meeting,0.0,762.0,7.0
5688,,2021-02-10,,mcm,2021,unsatisfactory,meeting,0.0,762.0,7.0
5689,,2021-06-30,30.0,mcm,2021,satisfactory,meeting,0.0,762.0,7.0
5690,0.0,2020-11-27,,mcm,2021,,ethics,70.0,775.0,6.0
5691,1.0,2020-12-07,,mcm,2021,,approval,70.0,775.0,6.0
5692,,2020-12-16,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5693,,2020-12-16,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5694,,2021-01-21,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5695,,2021-02-09,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5696,,2021-05-07,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5697,,2021-03-03,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5698,,2021-05-25,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5699,,2021-06-08,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5700,,2021-06-18,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5701,,2021-06-25,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5702,,2021-06-11,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5703,,2021-06-29,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5704,1.0,2021-07-17,,mcm,2021,,ethics,70.0,775.0,6.0
5705,,2021-07-19,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5706,,2021-07-30,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5707,1.0,2021-08-03,,mcm,2021,,ethics,70.0,775.0,6.0
5708,,2021-08-06,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5709,,2021-08-09,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5710,1.0,2020-12-14,,mcm,2021,,approval,,,29.0
5711,,2021-08-10,,mcm,2021,satisfactory,meeting,70.0,775.0,6.0
5712,,2021-02-23,,mcm,2021,unsatisfactory,meeting,,,29.0
5713,1.0,2020-11-27,,mcm,2021,,ethics,50.0,812.0,65.0
5714,1.0,2020-12-07,,mcm,2021,,approval,50.0,812.0,65.0
5715,,2021-07-06,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5716,,2021-07-06,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5717,,2021-07-06,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5718,,2021-07-06,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5719,,2021-07-23,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5720,,2021-07-23,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5721,,2021-07-23,,mcm,2021,satisfactory,meeting,50.0,812.0,65.0
5722,1.0,2020-12-08,,mcm,2021,,approval,,,7.0
5723,,2021-02-10,60.0,mcm,2021,satisfactory,meeting,,,7.0
5724,1.0,2021-02-10,,mcm,2021,,ethics,,,7.0
5725,,2021-02-10,,mcm,2021,unsatisfactory,meeting,,,7.0
5726,,2021-06-30,15.0,mcm,2021,satisfactory,meeting,,,7.0
5727,1.0,2020-11-26,,mcm,2021,,ethics,85.0,822.0,6.0
5728,,2020-12-02,,mcm,2021,satisfactory,meeting,85.0,822.0,6.0
5729,1.0,2020-12-07,,mcm,2021,,approval,85.0,822.0,6.0
5730,,2021-01-29,,mcm,2021,satisfactory,meeting,85.0,822.0,6.0
5731,,2021-02-08,,mcm,2021,satisfactory,meeting,85.0,822.0,6.0
5732,,2021-03-04,,mcm,2021,satisfactory,meeting,85.0,822.0,6.0
5733,,2021-05-07,,mcm,2021,satisfactory,meeting,85.0,822.0,6.0
5734,,2021-06-03,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5735,,2021-05-20,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5736,,2021-06-14,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5737,,2021-06-25,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5738,,2021-06-30,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5739,,2021-07-21,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5740,,2021-07-27,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5741,,2021-08-03,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5742,,2021-08-09,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5743,,2021-08-19,,mcm,2021,moderate,meeting,85.0,822.0,6.0
5744,1.0,2020-12-06,,mcm,2021,,ethics,66.0,825.0,8.0
5745,,2020-12-06,30.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5746,,2020-12-06,30.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5747,1.0,2020-12-08,,mcm,2021,,approval,66.0,825.0,8.0
5748,,2021-02-11,30.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5749,,2021-03-02,30.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5750,,2021-04-27,30.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5751,,2021-04-27,10.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5752,,2021-04-27,15.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5753,,2021-05-18,20.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5754,,2021-06-09,20.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5755,,2021-06-15,15.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5756,,2021-06-22,20.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5757,,2021-06-29,15.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5758,,2021-07-13,15.0,mcm,2021,satisfactory,meeting,66.0,825.0,8.0
5759,,2020-11-12,30.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5760,1.0,2020-11-13,,mcm,2021,,ethics,75.0,854.0,4.0
5761,,2020-11-19,60.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5762,,2020-12-04,20.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5763,1.0,2020-12-07,,mcm,2021,,approval,75.0,854.0,4.0
5764,,2021-02-11,,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5765,,2021-02-18,30.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5766,,2021-06-03,20.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5767,,2021-06-24,45.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5768,,2021-08-05,30.0,mcm,2021,satisfactory,meeting,75.0,854.0,4.0
5769,,2020-10-29,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5770,,2020-11-25,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5771,1.0,2020-11-25,,mcm,2021,,ethics,52.0,862.0,33.0
5772,,2020-12-02,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5773,1.0,2020-12-07,,mcm,2021,,approval,52.0,862.0,33.0
5774,,2021-02-03,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5775,,2021-02-10,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5776,,2021-06-03,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5777,,2021-06-18,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5778,,2021-06-29,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5779,,2021-07-08,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5780,,2021-07-16,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5781,,2021-07-23,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5782,,2021-08-20,,mcm,2021,satisfactory,meeting,52.0,862.0,33.0
5783,,2020-11-20,15.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5784,1.0,2020-12-03,,mcm,2021,,ethics,76.0,863.0,44.0
5785,,2020-12-03,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5786,1.0,2020-12-08,,mcm,2021,,approval,76.0,863.0,44.0
5787,1.0,2020-12-08,,mcm,2021,,approval,76.0,863.0,44.0
5788,1.0,2020-12-08,,mcm,2021,,approval,76.0,863.0,44.0
5789,,2020-12-16,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5790,,2021-01-14,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5791,,2021-01-26,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5792,,2021-02-11,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5793,,2021-02-15,,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5794,,2021-02-25,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5795,,2021-03-18,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5796,,2021-04-01,10.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5797,,2021-04-15,10.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5798,,2021-04-29,15.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5799,,2021-05-13,,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5800,,2021-05-27,15.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5801,,2021-06-10,15.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5802,,2021-06-18,15.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5803,,2021-07-01,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5804,,2021-07-08,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5805,,2021-07-15,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5806,,2021-07-22,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5807,,2021-07-29,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5808,,2021-08-19,20.0,mcm,2021,satisfactory,meeting,76.0,863.0,44.0
5809,,2020-11-02,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5810,1.0,2020-11-27,,mcm,2021,,ethics,80.0,865.0,33.0
5811,,2020-11-27,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5812,,2020-12-04,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5813,1.0,2020-12-07,,mcm,2021,,approval,80.0,865.0,33.0
5814,,2021-02-03,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5815,,2021-06-02,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5816,,2021-06-11,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5817,,2021-06-25,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5818,,2021-07-02,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5819,,2021-06-25,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5820,,2021-07-08,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5821,,2021-07-23,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5822,,2021-07-16,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5823,,2021-08-19,,mcm,2021,satisfactory,meeting,80.0,865.0,33.0
5824,,2020-10-23,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5825,,2020-11-03,20.0,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5826,,2020-11-20,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5827,1.0,2020-11-30,,mcm,2021,,ethics,79.0,880.0,62.0
5828,1.0,2020-12-08,,mcm,2021,,approval,79.0,880.0,62.0
5829,1.0,2020-12-08,,mcm,2021,,approval,79.0,880.0,62.0
5830,,2020-12-11,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5831,,2021-01-28,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5832,,2021-06-03,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5833,,2021-07-08,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5834,0.0,2021-07-29,,mcm,2021,,ethics,79.0,880.0,62.0
5835,,2021-07-29,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5836,1.0,2021-08-03,,mcm,2021,,ethics,79.0,880.0,62.0
5837,1.0,2021-08-04,,mcm,2021,,ethics,79.0,880.0,62.0
5838,,2021-08-18,,mcm,2021,satisfactory,meeting,79.0,880.0,62.0
5839,1.0,2020-11-30,,mcm,2021,,ethics,50.0,881.0,62.0
5840,1.0,2020-12-08,,mcm,2021,,approval,50.0,881.0,62.0
5841,,2020-11-20,,mcm,2021,satisfactory,meeting,50.0,881.0,62.0
5842,1.0,2020-12-08,,mcm,2021,,approval,50.0,881.0,62.0
5843,,2020-12-11,,mcm,2021,satisfactory,meeting,50.0,881.0,62.0
5844,,2021-01-28,,mcm,2021,satisfactory,meeting,50.0,881.0,62.0
5845,,2021-05-28,,mcm,2021,satisfactory,meeting,50.0,881.0,62.0
5846,,2020-12-07,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5847,1.0,2020-12-08,,mcm,2021,,approval,60.0,906.0,31.0
5848,,2021-02-05,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5849,,2021-02-09,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5850,,2021-06-02,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5851,,2021-04-01,,mcm,2021,unsatisfactory,meeting,60.0,906.0,31.0
5852,,2021-06-09,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5853,,2021-06-21,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5854,,2021-07-02,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5855,,2021-07-02,,mcm,2021,moderate,meeting,60.0,906.0,31.0
5856,1.0,2021-08-05,,mcm,2021,,ethics,60.0,906.0,31.0
5857,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5858,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5859,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5860,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5861,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5862,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5863,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5864,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5865,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5866,,2021-08-22,,mcm,2021,satisfactory,meeting,60.0,906.0,31.0
5867,1.0,2020-12-08,,mcm,2021,,approval,50.0,913.0,53.0
5868,1.0,2020-12-08,,mcm,2021,,approval,50.0,913.0,53.0
5869,0.0,2021-01-18,,mcm,2021,,ethics,50.0,913.0,53.0
5870,,2020-11-19,20.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5871,0.0,2020-11-19,,mcm,2021,,ethics,70.0,919.0,4.0
5872,,2020-11-25,30.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5873,,2020-12-03,15.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5874,1.0,2020-12-07,,mcm,2021,,approval,70.0,919.0,4.0
5875,,2021-02-11,25.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5876,1.0,2021-03-04,,mcm,2021,,ethics,70.0,919.0,4.0
5877,1.0,2021-03-22,,mcm,2021,,ethics,70.0,919.0,4.0
5878,1.0,2021-03-26,,mcm,2021,,ethics,70.0,919.0,4.0
5879,,2021-04-15,20.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5880,,2021-05-06,45.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5881,,2021-06-24,30.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5882,0.0,2020-11-28,,mcm,2021,,ethics,79.0,934.0,11.0
5883,,2021-07-29,20.0,mcm,2021,satisfactory,meeting,70.0,919.0,4.0
5884,0.0,2020-12-09,,mcm,2021,,approval,79.0,934.0,11.0
5885,1.0,2020-12-10,,mcm,2021,,ethics,79.0,934.0,11.0
5886,,2020-12-10,25.0,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5887,,2021-03-15,,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5888,,2021-03-16,45.0,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5889,,2021-06-08,35.0,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5890,,2021-07-21,30.0,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5891,,2021-07-21,30.0,mcm,2021,satisfactory,meeting,79.0,934.0,11.0
5892,,2021-07-21,25.0,mcm,2021,moderate,meeting,79.0,934.0,11.0
5893,,2020-11-20,,mcm,2021,satisfactory,meeting,0.0,949.0,62.0
5894,1.0,2020-11-30,,mcm,2021,,ethics,0.0,949.0,62.0
5895,1.0,2020-12-08,,mcm,2021,,approval,0.0,949.0,62.0
5896,,2021-01-28,,mcm,2021,satisfactory,meeting,0.0,949.0,62.0
5897,1.0,2020-11-27,,mcm,2021,,ethics,74.0,952.0,65.0
5898,1.0,2020-12-07,,mcm,2021,,approval,74.0,952.0,65.0
5899,,2021-01-26,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5900,,2021-01-26,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5901,,2021-02-23,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5902,,2021-05-26,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5903,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5904,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5905,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5906,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5907,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5908,,2021-06-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5909,,2021-07-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5910,,2021-07-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5911,,2021-07-22,,mcm,2021,satisfactory,meeting,74.0,952.0,65.0
5912,,2020-11-12,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5913,,2020-11-26,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5914,1.0,2020-11-13,,mcm,2021,,ethics,60.0,968.0,4.0
5915,,2020-12-03,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5916,,2020-10-29,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5917,1.0,2020-12-07,,mcm,2021,,approval,60.0,968.0,4.0
5918,,2021-01-28,25.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5919,,2021-02-11,27.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5920,,2021-03-04,40.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5921,,2021-04-15,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5922,,2021-06-03,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5923,,2021-06-17,15.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5924,,2021-07-15,30.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5925,,2021-07-29,25.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5926,,2021-08-05,40.0,mcm,2021,satisfactory,meeting,60.0,968.0,4.0
5927,,2020-11-20,,mcm,2021,satisfactory,meeting,0.0,970.0,6.0
5928,1.0,2020-11-27,,mcm,2021,,ethics,0.0,970.0,6.0
5929,,2020-12-06,,mcm,2021,satisfactory,meeting,0.0,970.0,6.0
5930,1.0,2020-12-07,,mcm,2021,,approval,0.0,970.0,6.0
5931,,2021-01-29,,mcm,2021,satisfactory,meeting,0.0,970.0,6.0
5932,1.0,2020-12-07,,mcm,2021,,approval,77.0,978.0,15.0
5933,1.0,2020-12-10,,mcm,2021,,ethics,79.0,934.0,11.0
5934,,2021-07-12,,mcm,2021,satisfactory,meeting,77.0,978.0,15.0
5935,1.0,2020-12-06,,mcm,2021,,ethics,76.0,983.0,8.0
5936,1.0,2021-08-03,,mcm,2021,,ethics,77.0,978.0,15.0
5937,,2020-12-06,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5938,,2020-12-06,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5939,1.0,2020-12-07,,mcm,2021,,approval,76.0,983.0,8.0
5940,,2021-02-11,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5941,,2021-02-11,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5942,,2021-03-02,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5943,,2021-04-27,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5944,,2021-04-27,30.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5945,,2021-04-27,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5946,,2021-05-27,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5947,,2021-05-18,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5948,,2021-06-09,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5949,,2021-06-22,25.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5950,,2021-06-29,15.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5951,,2021-07-06,15.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5952,,2021-07-13,15.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5953,,2021-08-04,20.0,mcm,2021,satisfactory,meeting,76.0,983.0,8.0
5954,0.0,2020-11-30,,mcm,2021,,ethics,,,24.0
5955,,2020-11-30,30.0,mcm,2021,satisfactory,meeting,,,24.0
5956,1.0,2020-12-09,,mcm,2021,,approval,,,24.0
5957,1.0,2020-11-27,,mcm,2021,,ethics,72.0,990.0,65.0
5958,1.0,2020-12-08,,mcm,2021,,approval,72.0,990.0,65.0
5959,,2020-11-05,20.0,mcm,2021,satisfactory,meeting,41.0,999.0,62.0
5960,,2020-11-20,,mcm,2021,satisfactory,meeting,41.0,999.0,62.0
5961,1.0,2020-11-30,,mcm,2021,,ethics,41.0,999.0,62.0
5962,1.0,2020-12-08,,mcm,2021,,approval,41.0,999.0,62.0
5963,,2020-12-11,,mcm,2021,satisfactory,meeting,41.0,999.0,62.0
5964,,2021-01-28,,mcm,2021,satisfactory,meeting,41.0,999.0,62.0
5965,,2021-06-10,,mcm,2021,moderate,meeting,41.0,999.0,62.0
5966,,2021-07-28,,mcm,2021,satisfactory,meeting,41.0,999.0,62.0
5967,,2020-11-20,,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5968,1.0,2020-12-03,,mcm,2021,,ethics,63.0,1009.0,44.0
5969,,2020-12-03,20.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5970,0.0,2020-12-08,,mcm,2021,,approval,63.0,1009.0,44.0
5971,0.0,2020-12-08,,mcm,2021,,approval,63.0,1009.0,44.0
5972,1.0,2020-12-08,,mcm,2021,,approval,63.0,1009.0,44.0
5973,0.0,2020-12-08,,mcm,2021,,approval,63.0,1009.0,44.0
5974,,2021-01-14,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5975,,2020-12-16,20.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5976,1.0,2021-01-15,,mcm,2021,,approval,63.0,1009.0,44.0
5977,,2021-01-26,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5978,,2021-02-11,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5979,,2021-02-15,,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5980,,2021-02-25,,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5981,,2021-03-18,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5982,,2021-04-01,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5983,,2021-04-15,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5984,,2021-04-29,20.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5985,,2021-05-27,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5986,,2021-06-10,30.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5987,,2021-06-18,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5988,,2021-07-01,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5989,,2021-07-08,20.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5990,,2021-07-15,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5991,,2021-07-22,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5992,,2021-07-29,10.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5993,,2021-08-19,15.0,mcm,2021,satisfactory,meeting,63.0,1009.0,44.0
5994,,2020-11-20,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
5995,1.0,2020-12-03,,mcm,2021,,ethics,76.0,1026.0,44.0
5996,,2020-12-03,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
5997,1.0,2020-12-08,,mcm,2021,,approval,76.0,1026.0,44.0
5998,1.0,2020-12-08,,mcm,2021,,approval,76.0,1026.0,44.0
5999,1.0,2020-12-08,,mcm,2021,,approval,76.0,1026.0,44.0
6000,,2020-12-16,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6001,,2020-12-16,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6002,,2021-01-14,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6003,,2021-01-26,,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6004,,2021-02-11,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6005,,2021-02-15,,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6006,,2021-03-18,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6007,,2021-02-25,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6008,,2021-04-01,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6009,,2021-04-15,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6010,,2021-04-29,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6011,,2021-05-27,15.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
6012,,2021-06-18,20.0,mcm,2021,satisfactory,meeting,76.0,1026.0,44.0
